t lambda v x y z
24.735000 0.545114 999.922571 40.939775 90.977278 45.488639
24.740000 0.545459 999.922571 40.908662 90.908139 45.454069
24.745000 0.545805 999.922571 40.877550 90.838999 45.419499
24.750000 0.546151 999.922571 40.846437 90.769859 45.384930
24.755000 0.546496 999.922571 40.815324 90.700720 45.350360
24.760000 0.546842 999.922571 40.784211 90.631580 45.315790
24.765000 0.547188 999.922571 40.753098 90.562440 45.281220
24.770000 0.547533 999.922571 40.721985 90.493301 45.246650
24.775000 0.547879 999.922571 40.690873 90.424161 45.212081
24.780000 0.548225 999.922571 40.659760 90.355022 45.177511
24.785000 0.548571 999.922571 40.628647 90.285882 45.142941
24.790000 0.548916 999.922571 40.597534 90.216742 45.108371
24.795000 0.549262 999.922571 40.566421 90.147603 45.073801
24.800000 0.549608 999.922571 40.535308 90.078463 45.039232
24.805000 0.549953 999.922571 40.504196 90.009323 45.004662
24.810000 0.550299 999.922571 40.473083 89.940184 44.970092
24.815000 0.550645 999.922571 40.441970 89.871044 44.935522
24.820000 0.550990 999.922571 40.410857 89.801904 44.900952
24.825000 0.551336 999.922571 40.379744 89.732765 44.866382
24.830000 0.551682 999.922571 40.348631 89.663625 44.831813
24.835000 0.552028 999.922571 40.317519 89.594486 44.797243
24.840000 0.552373 999.922571 40.286406 89.525346 44.762673
24.845000 0.552719 999.922571 40.255293 89.456206 44.728103
24.850000 0.553065 999.922571 40.224180 89.387067 44.693533
24.855000 0.553410 999.922571 40.193067 89.317927 44.658964
24.860000 0.553756 999.922571 40.161954 89.248787 44.624394
24.865000 0.554102 999.922571 40.130842 89.179648 44.589824
24.870000 0.554447 999.922571 40.099729 89.110508 44.555254
24.875000 0.554793 999.922571 40.068616 89.041369 44.520684
24.880000 0.555139 999.922571 40.037503 88.972229 44.486114
24.885000 0.555485 999.922571 40.006390 88.903089 44.451545
24.890000 0.555830 999.922571 39.975277 88.833950 44.416975
24.895000 0.556176 999.922571 39.944165 88.764810 44.382405
24.900000 0.556522 999.922571 39.913052 88.695670 44.347835
24.905000 0.556867 999.922571 39.881939 88.626531 44.313265
24.910000 0.557213 999.922571 39.850826 88.557391 44.278696
24.915000 0.557559 999.922571 39.819713 88.488252 44.244126
24.920000 0.557904 999.922571 39.788600 88.419112 44.209556
24.925000 0.558250 999.922571 39.757488 88.349972 44.174986
24.930000 0.558596 999.922571 39.726375 88.280833 44.140416
24.935000 0.558942 999.922571 39.695262 88.211693 44.105846
24.940000 0.559287 999.922571 39.664149 88.142553 44.071277
24.945000 0.559633 999.922571 39.633036 88.073414 44.036707
24.950000 0.559979 999.922571 39.601923 88.004274 44.002137
24.955000 0.560324 999.922571 39.570811 87.935134 43.967567
24.960000 0.560670 999.922571 39.539698 87.865995 43.932997
24.965000 0.561016 999.922571 39.508585 87.796855 43.898428
24.970000 0.561361 999.922571 39.477472 87.727716 43.863858
24.975000 0.561707 999.922571 39.446359 87.658576 43.829288
24.980000 0.562053 999.922571 39.415246 87.589436 43.794718
24.985000 0.562399 999.922571 39.384134 87.520297 43.760148
24.990000 0.562744 999.922571 39.353021 87.451157 43.725579
24.995000 0.563090 999.922571 39.321908 87.382017 43.691009
25.000000 0.563436 999.922571 39.290795 87.312878 43.656439
25.005000 0.563781 999.922571 39.259682 87.243738 43.621869
25.010000 0.564127 999.922571 39.228569 87.174599 43.587299
25.015000 0.564473 999.922571 39.197456 87.105459 43.552729
25.020000 0.564818 999.922571 39.166344 87.036319 43.518160
25.025000 0.565164 999.922571 39.135231 86.967180 43.483590
25.030000 0.565510 999.922571 39.104118 86.898040 43.449020
25.035000 0.565855 999.922571 39.073005 86.828900 43.414450
25.040000 0.566201 999.922571 39.041892 86.759761 43.379880
25.045000 0.566547 999.922571 39.010779 86.690621 43.345311
25.050000 0.566893 999.922571 38.979667 86.621481 43.310741
25.055000 0.567238 999.922571 38.948554 86.552342 43.276171
25.060000 0.567584 999.922571 38.917441 86.483202 43.241601
25.065000 0.567930 999.922571 38.886328 86.414063 43.207031
25.070000 0.568275 999.922571 38.855215 86.344923 43.172461
25.075000 0.568621 999.922571 38.824102 86.275783 43.137892
25.080000 0.568967 999.922571 38.792990 86.206644 43.103322
25.085000 0.569312 999.922571 38.761877 86.137504 43.068752
25.090000 0.569658 999.922571 38.730764 86.068364 43.034182
25.095000 0.570004 999.922571 38.699651 85.999225 42.999612
25.100000 0.570350 999.922571 38.668538 85.930085 42.965043
25.105000 0.570695 999.922571 38.637425 85.860946 42.930473
25.110000 0.571041 999.922571 38.606313 85.791806 42.895903
25.115000 0.571387 999.922571 38.575200 85.722666 42.861333
25.120000 0.571732 999.922571 38.544087 85.653527 42.826763
25.125000 0.572078 999.922571 38.512974 85.584387 42.792194
25.130000 0.572424 999.922571 38.481861 85.515247 42.757624
25.135000 0.572769 999.922571 38.450748 85.446108 42.723054
25.140000 0.573115 999.922571 38.419636 85.376968 42.688484
25.145000 0.573461 999.922571 38.388523 85.307828 42.653914
25.150000 0.573807 999.922571 38.357410 85.238689 42.619344
25.155000 0.574152 999.922571 38.326297 85.169549 42.584775
25.160000 0.574498 999.922571 38.295184 85.100410 42.550205
25.165000 0.574844 999.922571 38.264071 85.031270 42.515635
25.170000 0.575189 999.922571 38.232959 84.962130 42.481065
25.175000 0.575535 999.922571 38.201846 84.892991 42.446495
25.180000 0.575881 999.922571 38.170733 84.823851 42.411926
25.185000 0.576226 999.922571 38.139620 84.754711 42.377356
25.190000 0.576572 999.922571 38.108507 84.685572 42.342786
25.195000 0.576918 999.922571 38.077394 84.616432 42.308216
25.200000 0.577264 999.922571 38.046282 84.547293 42.273646
25.205000 0.577609 999.922571 38.015169 84.478153 42.239076
25.210000 0.577955 999.922571 37.984056 84.409013 42.204507
25.215000 0.578301 999.922571 37.952943 84.339874 42.169937
25.220000 0.578646 999.922571 37.921830 84.270734 42.135367
25.225000 0.578992 999.922571 37.890717 84.201594 42.100797
25.230000 0.579338 999.922571 37.859605 84.132455 42.066227
25.235000 0.579683 999.922571 37.828492 84.063315 42.031658
25.240000 0.580029 999.922571 37.797379 83.994176 41.997088
25.245000 0.580375 999.922571 37.766266 83.925036 41.962518
25.250000 0.580721 999.922571 37.735153 83.855896 41.927948
25.255000 0.581066 999.922571 37.704040 83.786757 41.893378
25.260000 0.581412 999.922571 37.672928 83.717617 41.858808
25.265000 0.581758 999.922571 37.641815 83.648477 41.824239
25.270000 0.582103 999.922571 37.610702 83.579338 41.789669
25.275000 0.582449 999.922571 37.579589 83.510198 41.755099
25.280000 0.582795 999.922571 37.548476 83.441058 41.720529
25.285000 0.583140 999.922571 37.517363 83.371919 41.685959
25.290000 0.583486 999.922571 37.486251 83.302779 41.651390
25.295000 0.583832 999.922571 37.455138 83.233640 41.616820
25.300000 0.584178 999.922571 37.424025 83.164500 41.582250
25.305000 0.584523 999.922571 37.392912 83.095360 41.547680
25.310000 0.584869 999.922571 37.361799 83.026221 41.513110
25.315000 0.585215 999.922571 37.330686 82.957081 41.478541
25.320000 0.585560 999.922571 37.299574 82.887941 41.443971
25.325000 0.585906 999.922571 37.268461 82.818802 41.409401
25.330000 0.586252 999.922571 37.237348 82.749662 41.374831
25.335000 0.586597 999.922571 37.206235 82.680523 41.340261
25.340000 0.586943 999.922571 37.175122 82.611383 41.305691
25.345000 0.587289 999.922571 37.144009 82.542243 41.271122
25.350000 0.587634 999.922571 37.112897 82.473104 41.236552
25.355000 0.587980 999.922571 37.081784 82.403964 41.201982
25.360000 0.588326 999.922571 37.050671 82.334824 41.167412
25.365000 0.588672 999.922571 37.019558 82.265685 41.132842
25.370000 0.589017 999.922571 36.988445 82.196545 41.098273
25.375000 0.589363 999.922571 36.957332 82.127405 41.063703
25.380000 0.589709 999.922571 36.926220 82.058266 41.029133
25.385000 0.590054 999.922571 36.895107 81.989126 40.994563
25.390000 0.590400 999.922571 36.863994 81.919987 40.959993
25.395000 0.590746 999.922571 36.832881 81.850847 40.925423
25.400000 0.591091 999.922571 36.801768 81.781707 40.890854
25.405000 0.591437 999.922571 36.770655 81.712568 40.856284
25.410000 0.591783 999.922571 36.739543 81.643428 40.821714
25.415000 0.592129 999.922571 36.708430 81.574288 40.787144
25.420000 0.592474 999.922571 36.677317 81.505149 40.752574
25.425000 0.592820 999.922571 36.646204 81.436009 40.718005
25.430000 0.593166 999.922571 36.615091 81.366870 40.683435
25.435000 0.593511 999.922571 36.583978 81.297730 40.648865
25.440000 0.593857 999.922571 36.552866 81.228590 40.614295
25.445000 0.594203 999.922571 36.521753 81.159451 40.579725
25.450000 0.594548 999.922571 36.490640 81.090311 40.545156
25.455000 0.594894 999.922571 36.459527 81.021171 40.510586
25.460000 0.595240 999.922571 36.428414 80.952032 40.476016
25.465000 0.595586 999.922571 36.397301 80.882892 40.441446
25.470000 0.595931 999.922571 36.366189 80.813753 40.406876
25.475000 0.596277 999.922571 36.335076 80.744613 40.372306
25.480000 0.596623 999.922571 36.303963 80.675473 40.337737
25.485000 0.596968 999.922571 36.272850 80.606334 40.303167
25.490000 0.597314 999.922571 36.241737 80.537194 40.268597
25.495000 0.597660 999.922571 36.210624 80.468054 40.234027
25.500000 0.598005 999.922571 36.179512 80.398915 40.199457
25.505000 0.598351 999.922571 36.148399 80.329775 40.164888
25.510000 0.598697 999.922571 36.117286 80.260635 40.130318
25.515000 0.599043 999.922571 36.086173 80.191496 40.095748
25.520000 0.599388 999.922571 36.055060 80.122356 40.061178
25.525000 0.599734 999.922571 36.023947 80.053217 40.026608
25.530000 0.600080 999.922571 35.992835 79.984077 39.992038
25.535000 0.600425 999.922571 35.961722 79.914937 39.957469
25.540000 0.600771 999.922571 35.930609 79.845798 39.922899
25.545000 0.601117 999.922571 35.899496 79.776658 39.888329
25.550000 0.601462 999.922571 35.868383 79.707518 39.853759
25.555000 0.601808 999.922571 35.837270 79.638379 39.819189
25.560000 0.602154 999.922571 35.806158 79.569239 39.784620
25.565000 0.602500 999.922571 35.775045 79.500100 39.750050
25.570000 0.602845 999.922571 35.743932 79.430960 39.715480
25.575000 0.603191 999.922571 35.712819 79.361820 39.680910
25.580000 0.603537 999.922571 35.681706 79.292681 39.646340
25.585000 0.603882 999.922571 35.650593 79.223541 39.611770
25.590000 0.604228 999.922571 35.619481 79.154401 39.577201
25.595000 0.604574 999.922571 35.588368 79.085262 39.542631
25.600000 0.604919 999.922571 35.557255 79.016122 39.508061
25.605000 0.605265 999.922571 35.526142 78.946982 39.473491
25.610000 0.605611 999.922571 35.495029 78.877843 39.438921
25.615000 0.605956 999.922571 35.463916 78.808703 39.404352
25.620000 0.606302 999.922571 35.432804 78.739564 39.369782
25.625000 0.606648 999.922571 35.401691 78.670424 39.335212
25.630000 0.606994 999.922571 35.370578 78.601284 39.300642
25.635000 0.607339 999.922571 35.339465 78.532145 39.266072
25.640000 0.607685 999.922571 35.308352 78.463005 39.231503
25.645000 0.608031 999.922571 35.277239 78.393865 39.196933
25.650000 0.608376 999.922571 35.246127 78.324726 39.162363
25.655000 0.608722 999.922571 35.215014 78.255586 39.127793
25.660000 0.609068 999.922571 35.183901 78.186447 39.093223
25.665000 0.609413 999.922571 35.152788 78.117307 39.058653
25.670000 0.609759 999.922571 35.121675 78.048167 39.024084
25.675000 0.610105 999.922571 35.090562 77.979028 38.989514
25.680000 0.610451 999.922571 35.059450 77.909888 38.954944
25.685000 0.610796 999.922571 35.028337 77.840748 38.920374
25.690000 0.611142 999.922571 34.997224 77.771609 38.885804
25.695000 0.611488 999.922571 34.966111 77.702469 38.851235
25.700000 0.611833 999.922571 34.934998 77.633329 38.816665
25.705000 0.612179 999.922571 34.903885 77.564190 38.782095
25.710000 0.612525 999.922571 34.872773 77.495050 38.747525
25.715000 0.612870 999.922571 34.841660 77.425911 38.712955
25.720000 0.613216 999.922571 34.810547 77.356771 38.678385
25.725000 0.613562 999.922571 34.779434 77.287631 38.643816
25.730000 0.613908 999.922571 34.748321 77.218492 38.609246
25.735000 0.614253 999.922571 34.717208 77.149352 38.574676
25.740000 0.614599 999.922571 34.686096 77.080212 38.540106
25.745000 0.614945 999.922571 34.654983 77.011073 38.505536
25.750000 0.615290 999.922571 34.623870 76.941933 38.470967
25.755000 0.615636 999.922571 34.592757 76.872794 38.436397
25.760000 0.615982 999.922571 34.561644 76.803654 38.401827
25.765000 0.616327 999.922571 34.530531 76.734514 38.367257
25.770000 0.616673 999.922571 34.499419 76.665375 38.332687
25.775000 0.617019 999.922571 34.468306 76.596235 38.298118
25.780000 0.617365 999.922571 34.437193 76.527095 38.263548
25.785000 0.617710 999.922571 34.406080 76.457956 38.228978
25.790000 0.618056 999.922571 34.374967 76.388816 38.194408
25.795000 0.618402 999.922571 34.343854 76.319677 38.159838
25.800000 0.618747 999.922571 34.312742 76.250537 38.125268
25.805000 0.619093 999.922571 34.281629 76.181397 38.090699
25.810000 0.619439 999.922571 34.250516 76.112258 38.056129
25.815000 0.619784 999.922571 34.219403 76.043118 38.021559
25.820000 0.620130 999.922571 34.188290 75.973978 37.986989
25.825000 0.620476 999.922571 34.157177 75.904839 37.952419
25.830000 0.620822 999.922571 34.126065 75.835699 37.917850
25.835000 0.621167 999.922571 34.094952 75.766559 37.883280
25.840000 0.621513 999.922571 34.063839 75.697420 37.848710
25.845000 0.621859 999.922571 34.032726 75.628280 37.814140
25.850000 0.622204 999.922571 34.001613 75.559141 37.779570
25.855000 0.622550 999.922571 33.970500 75.490001 37.745000
25.860000 0.622896 999.922571 33.939388 75.420861 37.710431
25.865000 0.623241 999.922571 33.908275 75.351722 37.675861
25.870000 0.623587 999.922571 33.877162 75.282582 37.641291
25.875000 0.623933 999.922571 33.846049 75.213442 37.606721
25.880000 0.624278 999.922571 33.814936 75.144303 37.572151
25.885000 0.624624 999.922571 33.783823 75.075163 37.537582
25.890000 0.624970 999.922571 33.752711 75.006024 37.503012
25.895000 0.625316 999.922571 33.721598 74.936884 37.468442
25.900000 0.625661 999.922571 33.690485 74.867744 37.433872
25.905000 0.626007 999.922571 33.659372 74.798605 37.399302
25.910000 0.626353 999.922571 33.628259 74.729465 37.364733
25.915000 0.626698 999.922571 33.597146 74.660325 37.330163
25.920000 0.627044 999.922571 33.566034 74.591186 37.295593
25.925000 0.627390 999.922571 33.534921 74.522046 37.261023
25.930000 0.627735 999.922571 33.503808 74.452906 37.226453
25.935000 0.628081 999.922571 33.472695 74.383767 37.191883
25.940000 0.628427 999.922571 33.441582 74.314627 37.157314
25.945000 0.628773 999.922571 33.410469 74.245488 37.122744
25.950000 0.629118 999.922571 33.379357 74.176348 37.088174
25.955000 0.629464 999.922571 33.348244 74.107208 37.053604
25.960000 0.629810 999.922571 33.317131 74.038069 37.019034
25.965000 0.630155 999.922571 33.286018 73.968929 36.984465
25.970000 0.630501 999.922571 33.254905 73.899789 36.949895
25.975000 0.630847 999.922571 33.223792 73.830650 36.915325
25.980000 0.631192 999.922571 33.192680 73.761510 36.880755
25.985000 0.631538 999.922571 33.161567 73.692371 36.846185
25.990000 0.631884 999.922571 33.130454 73.623231 36.811615
25.995000 0.632230 999.922571 33.099341 73.554091 36.777046
26.000000 0.632575 999.922571 33.068228 73.484952 36.742476
26.005000 0.632921 999.922571 33.037115 73.415812 36.707906
26.010000 0.633267 999.922571 33.006003 73.346672 36.673336
26.015000 0.633612 999.922571 32.974890 73.277533 36.638766
26.020000 0.633958 999.922571 32.943777 73.208393 36.604197
26.025000 0.634304 999.922571 32.912664 73.139254 36.569627
26.030000 0.634649 999.922571 32.881551 73.070114 36.535057
26.035000 0.634995 999.922571 32.850438 73.000974 36.500487
26.040000 0.635341 999.922571 32.819326 72.931835 36.465917
26.045000 0.635687 999.922571 32.788213 72.862695 36.431347
26.050000 0.636032 999.922571 32.757100 72.793555 36.396778
26.055000 0.636378 999.922571 32.725987 72.724416 36.362208
26.060000 0.636724 999.922571 32.694874 72.655276 36.327638
26.065000 0.637069 999.922571 32.663761 72.586136 36.293068
26.070000 0.637415 999.922571 32.632649 72.516997 36.258498
26.075000 0.637761 999.922571 32.601536 72.447857 36.223929
26.080000 0.638106 999.922571 32.570423 72.378718 36.189359
26.085000 0.638452 999.922571 32.539310 72.309578 36.154789
26.090000 0.638798 999.922571 32.508197 72.240438 36.120219
26.095000 0.639144 999.922571 32.477084 72.171299 36.085649
26.100000 0.639489 999.922571 32.445972 72.102159 36.051080
26.105000 0.639835 999.922571 32.414859 72.033019 36.016510
26.110000 0.640181 999.922571 32.383746 71.963880 35.981940
26.115000 0.640526 999.922571 32.352633 71.894740 35.947370
26.120000 0.640872 999.922571 32.321520 71.825601 35.912800
26.125000 0.641218 999.922571 32.290407 71.756461 35.878230
26.130000 0.641563 999.922571 32.259295 71.687321 35.843661
26.135000 0.641909 999.922571 32.228182 71.618182 35.809091
26.140000 0.642255 999.922571 32.197069 71.549042 35.774521
26.145000 0.642600 999.922571 32.165956 71.479902 35.739951
26.150000 0.642946 999.922571 32.134843 71.410763 35.705381
26.155000 0.643292 999.922571 32.103730 71.341623 35.670812
26.160000 0.643638 999.922571 32.072618 71.272483 35.636242
26.165000 0.643983 999.922571 32.041505 71.203344 35.601672
26.170000 0.644329 999.922571 32.010392 71.134204 35.567102
26.175000 0.644675 999.922571 31.979279 71.065065 35.532532
26.180000 0.645020 999.922571 31.948166 70.995925 35.497962
26.185000 0.645366 999.922571 31.917053 70.926785 35.463393
26.190000 0.645712 999.922571 31.885941 70.857646 35.428823
26.195000 0.646057 999.922571 31.854828 70.788506 35.394253
26.200000 0.646403 999.922571 31.823715 70.719366 35.359683
26.205000 0.646749 999.922571 31.792602 70.650227 35.325113
26.210000 0.647095 999.922571 31.761489 70.581087 35.290544
26.215000 0.647440 999.922571 31.730376 70.511948 35.255974
26.220000 0.647786 999.922571 31.699264 70.442808 35.221404
26.225000 0.648132 999.922571 31.668151 70.373668 35.186834
26.230000 0.648477 999.922571 31.637038 70.304529 35.152264
26.235000 0.648823 999.922571 31.605925 70.235389 35.117695
26.240000 0.649169 999.922571 31.574812 70.166249 35.083125
26.245000 0.649514 999.922571 31.543699 70.097110 35.048555
26.250000 0.649860 999.922571 31.512587 70.027970 35.013985
26.255000 0.650206 999.922571 31.481474 69.958830 34.979415
26.260000 0.650552 999.922571 31.450361 69.889691 34.944845
26.265000 0.650897 999.922571 31.419248 69.820551 34.910276
26.270000 0.651243 999.922571 31.388135 69.751412 34.875706
26.275000 0.651589 999.922571 31.357022 69.682272 34.841136
26.280000 0.651934 999.922571 31.325910 69.613132 34.806566
26.285000 0.652280 999.922571 31.294797 69.543993 34.771996
26.290000 0.652626 999.922571 31.263684 69.474853 34.737427
26.295000 0.652971 999.922571 31.232571 69.405713 34.702857
26.300000 0.653317 999.922571 31.201458 69.336574 34.668287
26.305000 0.653663 999.922571 31.170345 69.267434 34.633717
26.310000 0.654009 999.922571 31.139233 69.198295 34.599147
26.315000 0.654354 999.922571 31.108120 69.129155 34.564577
26.320000 0.654700 999.922571 31.077007 69.060015 34.530008
26.325000 0.655046 999.922571 31.045894 68.990876 34.495438
26.330000 0.655391 999.922571 31.014781 68.921736 34.460868
26.335000 0.655737 999.922571 30.983668 68.852596 34.426298
26.340000 0.656083 999.922571 30.952556 68.783457 34.391728
26.345000 0.656428 999.922571 30.921443 68.714317 34.357159
26.350000 0.656774 999.922571 30.890330 68.645178 34.322589
26.355000 0.657120 999.922571 30.859217 68.576038 34.288019
26.360000 0.657466 999.922571 30.828104 68.506898 34.253449
26.365000 0.657811 999.922571 30.796991 68.437759 34.218879
26.370000 0.658157 999.922571 30.765879 68.368619 34.184309
26.375000 0.658503 999.922571 30.734766 68.299479 34.149740
26.380000 0.658848 999.922571 30.703653 68.230340 34.115170
26.385000 0.659194 999.922571 30.672540 68.161200 34.080600
26.390000 0.659540 999.922571 30.641427 68.092060 34.046030
26.395000 0.659885 999.922571 30.610314 68.022921 34.011460
26.400000 0.660231 999.922571 30.579202 67.953781 33.976891
26.405000 0.660577 999.922571 30.548089 67.884642 33.942321
26.410000 0.660922 999.922571 30.516976 67.815502 33.907751
26.415000 0.661268 999.922571 30.485863 67.746362 33.873181
26.420000 0.661614 999.922571 30.454750 67.677223 33.838611
26.425000 0.661960 999.922571 30.423637 67.608083 33.804042
26.430000 0.662305 999.922571 30.392525 67.538943 33.769472
26.435000 0.662651 999.922571 30.361412 67.469804 33.734902
26.440000 0.662997 999.922571 30.330299 67.400664 33.700332
26.445000 0.663342 999.922571 30.299186 67.331525 33.665762
26.450000 0.663688 999.922571 30.268073 67.262385 33.631192
26.455000 0.664034 999.922571 30.236960 67.193245 33.596623
26.460000 0.664379 999.922571 30.205848 67.124106 33.562053
26.465000 0.664725 999.922571 30.174735 67.054966 33.527483
26.470000 0.665071 999.922571 30.143622 66.985826 33.492913
26.475000 0.665417 999.922571 30.112509 66.916687 33.458343
26.480000 0.665762 999.922571 30.081396 66.847547 33.423774
26.485000 0.666108 999.922571 30.050283 66.778407 33.389204
26.490000 0.666454 999.922571 30.019171 66.709268 33.354634
26.495000 0.666799 999.922571 29.988058 66.640128 33.320064
26.500000 0.667145 999.922571 29.956945 66.570989 33.285494
26.505000 0.667491 999.922571 29.925832 66.501849 33.250924
26.510000 0.667836 999.922571 29.894719 66.432709 33.216355
26.515000 0.668182 999.922571 29.863606 66.363570 33.181785
26.520000 0.668528 999.922571 29.832494 66.294430 33.147215
26.525000 0.668874 999.922571 29.801381 66.225290 33.112645
26.530000 0.669219 999.922571 29.770268 66.156151 33.078075
26.535000 0.669565 999.922571 29.739155 66.087011 33.043506
26.540000 0.669911 999.922571 29.708042 66.017872 33.008936
26.545000 0.670256 999.922571 29.676929 65.948732 32.974366
26.550000 0.670602 999.922571 29.645817 65.879592 32.939796
26.555000 0.670948 999.922571 29.614704 65.810453 32.905226
26.560000 0.671293 999.922571 29.583591 65.741313 32.870657
26.565000 0.671639 999.922571 29.552478 65.672173 32.836087
26.570000 0.671985 999.922571 29.521365 65.603034 32.801517
26.575000 0.672331 999.922571 29.490252 65.533894 32.766947
26.580000 0.672676 999.922571 29.459140 65.464755 32.732377
26.585000 0.673022 999.922571 29.428027 65.395615 32.697807
26.590000 0.673368 999.922571 29.396914 65.326475 32.663238
26.595000 0.673713 999.922571 29.365801 65.257336 32.628668
26.600000 0.674059 999.922571 29.334688 65.188196 32.594098
26.605000 0.674405 999.922571 29.303575 65.119056 32.559528
26.610000 0.674750 999.922571 29.272463 65.049917 32.524958
26.615000 0.675096 999.922571 29.241350 64.980777 32.490389
26.620000 0.675442 999.922571 29.210237 64.911637 32.455819
26.625000 0.675788 999.922571 29.179124 64.842498 32.421249
26.630000 0.676133 999.922571 29.148011 64.773358 32.386679
26.635000 0.676479 999.922571 29.116898 64.704219 32.352109
26.640000 0.676825 999.922571 29.085786 64.635079 32.317539
26.645000 0.677170 999.922571 29.054673 64.565939 32.282970
26.650000 0.677516 999.922571 29.023560 64.496800 32.248400
26.655000 0.677862 999.922571 28.992447 64.427660 32.213830
26.660000 0.678207 999.922571 28.961334 64.358520 32.179260
26.665000 0.678553 999.922571 28.930221 64.289381 32.144690
26.670000 0.678899 999.922571 28.899109 64.220241 32.110121
26.675000 0.679244 999.922571 28.867996 64.151102 32.075551
26.680000 0.679590 999.922571 28.836883 64.081962 32.040981
26.685000 0.679936 999.922571 28.805770 64.012822 32.006411
26.690000 0.680282 999.922571 28.774657 63.943683 31.971841
26.695000 0.680627 999.922571 28.743544 63.874543 31.937271
26.700000 0.680973 999.922571 28.712432 63.805403 31.902702
26.705000 0.681319 999.922571 28.681319 63.736264 31.868132
26.710000 0.681664 999.922571 28.650206 63.667124 31.833562
26.715000 0.682010 999.922571 28.619093 63.597984 31.798992
26.720000 0.682356 999.922571 28.587980 63.528845 31.764422
26.725000 0.682701 999.922571 28.556867 63.459705 31.729853
26.730000 0.683047 999.922571 28.525755 63.390566 31.695283
26.735000 0.683393 999.922571 28.494642 63.321426 31.660713
26.740000 0.683739 999.922571 28.463529 63.252286 31.626143
26.745000 0.684084 999.922571 28.432416 63.183147 31.591573
26.750000 0.684430 999.922571 28.401303 63.114007 31.557004
26.755000 0.684776 999.922571 28.370190 63.044867 31.522434
26.760000 0.685121 999.922571 28.339078 62.975728 31.487864
26.765000 0.685467 999.922571 28.307965 62.906588 31.453294
26.770000 0.685813 999.922571 28.276852 62.837449 31.418724
26.775000 0.686158 999.922571 28.245739 62.768309 31.384154
26.780000 0.686504 999.922571 28.214626 62.699169 31.349585
26.785000 0.686850 999.922571 28.183513 62.630030 31.315015
26.790000 0.687196 999.922571 28.152401 62.560890 31.280445
26.795000 0.687541 999.922571 28.121288 62.491750 31.245875
26.800000 0.687887 999.922571 28.090175 62.422611 31.211305
26.805000 0.688233 999.922571 28.059062 62.353471 31.176736
26.810000 0.688578 999.922571 28.027949 62.284331 31.142166
26.815000 0.688924 999.922571 27.996836 62.215192 31.107596
26.820000 0.689270 999.922571 27.965724 62.146052 31.073026
26.825000 0.689615 999.922571 27.934611 62.076913 31.038456
26.830000 0.689961 999.922571 27.903498 62.007773 31.003886
26.835000 0.690307 999.922571 27.872385 61.938633 30.969317
26.840000 0.690653 999.922571 27.841272 61.869494 30.934747
26.845000 0.690998 999.922571 27.810159 61.800354 30.900177
26.850000 0.691344 999.922571 27.779047 61.731214 30.865607
26.855000 0.691690 999.922571 27.747934 61.662075 30.831037
26.860000 0.692035 999.922571 27.716821 61.592935 30.796468
26.865000 0.692381 999.922571 27.685708 61.523796 30.761898
26.870000 0.692727 999.922571 27.654595 61.454656 30.727328
26.875000 0.693072 999.922571 27.623482 61.385516 30.692758
26.880000 0.693418 999.922571 27.592369 61.316377 30.658188
26.885000 0.693764 999.922571 27.561257 61.247237 30.623619
26.890000 0.694110 999.922571 27.530144 61.178097 30.589049
26.895000 0.694455 999.922571 27.499031 61.108958 30.554479
26.900000 0.694801 999.922571 27.467918 61.039818 30.519909
26.905000 0.695147 999.922571 27.436805 60.970679 30.485339
26.910000 0.695492 999.922571 27.405692 60.901539 30.450769
26.915000 0.695838 999.922571 27.374580 60.832399 30.416200
26.920000 0.696184 999.922571 27.343467 60.763260 30.381630
26.925000 0.696529 999.922571 27.312354 60.694120 30.347060
26.930000 0.696875 999.922571 27.281241 60.624980 30.312490
26.935000 0.697221 999.922571 27.250128 60.555841 30.277920
26.940000 0.697566 999.922571 27.219015 60.486701 30.243351
26.945000 0.697912 999.922571 27.187903 60.417561 30.208781
26.950000 0.698258 999.922571 27.156790 60.348422 30.174211
26.955000 0.698604 999.922571 27.125677 60.279282 30.139641
26.960000 0.698949 999.922571 27.094564 60.210143 30.105071
26.965000 0.699295 999.922571 27.063451 60.141003 30.070501
26.970000 0.699641 999.922571 27.032338 60.071863 30.035932
26.975000 0.699986 999.922571 27.001226 60.002724 30.001362
26.980000 0.700332 999.922571 26.970113 59.933584 29.966792
26.985000 0.700678 999.922571 26.939000 59.864444 29.932222
26.990000 0.701023 999.922571 26.907887 59.795305 29.897652
26.995000 0.701369 999.922571 26.876774 59.726165 29.863083
27.000000 0.701715 999.922571 26.845661 59.657026 29.828513
27.005000 0.702061 999.922571 26.814549 59.587886 29.793943
27.010000 0.702406 999.922571 26.783436 59.518746 29.759373
27.015000 0.702752 999.922571 26.752323 59.449607 29.724803
27.020000 0.703098 999.922571 26.721210 59.380467 29.690234
27.025000 0.703443 999.922571 26.690097 59.311327 29.655664
27.030000 0.703789 999.922571 26.658984 59.242188 29.621094
27.035000 0.704135 999.922571 26.627872 59.173048 29.586524
27.040000 0.704480 999.922571 26.596759 59.103908 29.551954
27.045000 0.704826 999.922571 26.565646 59.034769 29.517384
27.050000 0.705172 999.922571 26.534533 58.965629 29.482815
27.055000 0.705518 999.922571 26.503420 58.896490 29.448245
27.060000 0.705863 999.922571 26.472307 58.827350 29.413675
